lelijkheid (eng-30-04690196-n)	schone (eng-30-04683814-n); prachtexemplaar (eng-30-04683814-n); juweeltje (eng-30-04683814-n); beauty (eng-30-04683814-n); schoonheid (eng-30-04683814-n)
knibbelaar (odwn-10-106405024-n)	uitgever (eng-30-10635460-n)
beroeren (eng-30-01205696-v); toucheren (eng-30-01205696-v); afspreken (eng-30-01205696-v); ontmoeten (eng-30-01205696-v); aanraken (eng-30-01205696-v); raken (eng-30-01205696-v)	afblijven (odwn-10-107817872-v)
insolvabiliteit (eng-30-05644922-n); onvermogen (eng-30-05644922-n)	kunnen (eng-30-05616246-n); potentie (eng-30-05616246-n); macht (eng-30-05616246-n)
onvermogen (eng-30-05207130-n); insolvabiliteit (eng-30-05207130-n)	kunnen (eng-30-05616246-n); potentie (eng-30-05616246-n); macht (eng-30-05616246-n)
intoxicatie (eng-30-14018567-n); zatheid (eng-30-14018567-n); dronkenschap (eng-30-14018567-n)	nuchterheid (eng-30-14019138-n)
macrocefalie (eng-30-14508974-n)	microcefalie (eng-30-14509299-n)
spannen (odwn-10-107579054-v)	ontspannen (eng-30-00025654-v)
kakelen (odwn-10-101418718-v)	stilvallen (eng-30-00461354-v); stilzwijgen (eng-30-00461354-v); zwijgen (eng-30-00461354-v)
laden (eng-30-01488956-v)	uitladen (eng-30-01489465-v); lossen (eng-30-01489465-v); ontladen (eng-30-01489465-v)
in de echt verbinden (eng-30-02488834-v); trouwen (eng-30-02488834-v); zich in de echt verbinden (eng-30-02488834-v); huwen (eng-30-02488834-v)	delen (eng-30-01458973-v); scheiden (eng-30-01458973-v); splitsen (eng-30-01458973-v)
stilvallen (eng-30-00461354-v); stilzwijgen (eng-30-00461354-v); zwijgen (eng-30-00461354-v)	kouten (odwn-10-104222879-v)
laden (eng-30-01488956-v)	ontladen (eng-30-01489332-v); uitladen (eng-30-01489332-v); lossen (eng-30-01489332-v)
kneus (eng-30-10273064-n); mislukkeling (eng-30-10273064-n); kneusje (eng-30-10273064-n); schlemiel (eng-30-10273064-n); pechvogel (eng-30-10273064-n); loser (eng-30-10273064-n); wanboffer (eng-30-10273064-n); verliezer (eng-30-10273064-n)	geluksvogel (odwn-10-103007984-n)
uitgever (eng-30-10635625-n)	schraper (odwn-10-109265014-n)
geven (eng-30-02199590-v)	vastgrijpen (eng-30-01212572-v); vastpakken (eng-30-01212572-v); beetkrijgen (eng-30-01212572-v); vatten (eng-30-01212572-v); grijpen (eng-30-01212572-v); beetpakken (eng-30-01212572-v)
verbreden (eng-30-00303661-v)	vernauwen (eng-30-00305109-v); versmallen (eng-30-00305109-v)
kleden (eng-30-00047945-v); aankleden (eng-30-00047945-v)	ontkleden (odwn-10-105816441-v)
scheiden (eng-30-02490634-v)	in de echt verbinden (eng-30-02488834-v); trouwen (eng-30-02488834-v); zich in de echt verbinden (eng-30-02488834-v); huwen (eng-30-02488834-v)
centralisatie (eng-30-01237872-n)	decentralisatie (eng-30-01238058-n)
drukte (eng-30-08182379-n)	rust (eng-30-13969101-n); otium (eng-30-13969101-n)
vervelen (eng-30-01821884-v)	fascineren (eng-30-02678839-v); intrigeren (eng-30-02678839-v); boeien (eng-30-02678839-v); pakken (eng-30-02678839-v); biologeren (eng-30-02678839-v)
schrijven (eng-30-01691057-v)	inlezen (odwn-10-104989681-v)
gierigaard (odwn-10-106587899-n)	uitgever (eng-30-10635460-n)
landtong (odwn-10-107235084-n)	inham (eng-30-09215664-n)
denken (eng-30-00609683-v); gedenken (eng-30-00609683-v)	vergeten (eng-30-00610167-v)
sterkte (eng-30-05099796-n)	slapte (eng-30-05113133-n)
blokkeren (odwn-10-105829599-v)	deblokkeren (eng-30-00181664-v)
input (eng-30-06510478-n); invoer_bestand (eng-30-06510478-n); invoer (eng-30-06510478-n); invoering (eng-30-06510478-n)	output (odwn-10-106407272-n)
wegdoen (odwn-10-109841984-v)	bewaren (eng-30-02202384-v); behouden (eng-30-02202384-v); handhaven (eng-30-02202384-v); houden (eng-30-02202384-v)
arme (odwn-10-100527658-n)	rijke (eng-30-10529231-n); miljonair (eng-30-10529231-n)
osteoporose (eng-30-14210354-n); botontkalking (eng-30-14210354-n); ontkalking (eng-30-14210354-n)	verkalking (eng-30-14364980-n); calcinatie (eng-30-14364980-n); calcificatie (eng-30-14364980-n)
schraper (odwn-10-109265014-n)	uitgever (eng-30-10635625-n)
afwezigheid (eng-30-05701209-n)	concentratie (eng-30-05702275-n); aandacht (eng-30-05702275-n); attentie (eng-30-05702275-n); oplettendheid (eng-30-05702275-n); opmerkzaamheid (eng-30-05702275-n); aandachtigheid (eng-30-05702275-n)
nuchterheid (eng-30-14019138-n)	intoxicatie (eng-30-14018567-n); zatheid (eng-30-14018567-n); dronkenschap (eng-30-14018567-n)
werkgever (eng-30-10054657-n)	arbeidskracht (eng-30-09632518-n); arbeider (eng-30-09632518-n); werknemer (eng-30-09632518-n); loontrekker (eng-30-09632518-n); werkkracht (eng-30-09632518-n); kracht (eng-30-09632518-n)
ontslaan (eng-30-02402825-v); wippen (eng-30-02402825-v)	aanstellen (eng-30-02396205-v); maken (eng-30-02396205-v); aanwijzen (eng-30-02396205-v); designeren (eng-30-02396205-v); benoemen (eng-30-02396205-v)
verkalking (eng-30-14364980-n); calcinatie (eng-30-14364980-n); calcificatie (eng-30-14364980-n)	osteoporose (eng-30-14210354-n); botontkalking (eng-30-14210354-n); ontkalking (eng-30-14210354-n)
ontsluiten (eng-30-01346804-v); opengaan (eng-30-01346804-v); openen (eng-30-01346804-v)	sluiten (eng-30-01346978-v); dichtgaan (eng-30-01346978-v)
verdedigen (eng-30-00895304-v); behandelen (eng-30-00895304-v); pleiten (eng-30-00895304-v)	aanklagen (odwn-10-102939497-v)
uitgever (eng-30-10635625-n)	krent (odwn-10-100543003-n)
